round_id,settled_at,token_symbol,predicted_rank,actual_rank,rank_difference,is_breakeven,prediction_score,absolute_score,relative_score,predicted_final_value,risk_adjusted_score,total_games,wins,top3,win_rate,top3_rate,avg_rank,avg_value,value_stddev,change_5m,change_1h,change_4h,change_24h,h2h_score,h2h_data_available,hybrid_predicted_rank,hybrid_rank_difference,hybrid_final_score,hybrid_elo_prob,hybrid_mom_score,hybrid_confidence
ojoCap_1752043818000,"2025-07-09 06:51:08",AAVE,3,2,1,1,63.85,57.9,52.57,57.26,63.85,16,4,9,25,56.3,2.81,-0.0001,0.0009,,0.04,,6.19,52.571428571429,1,5,3,19.5,29.9,0,50
ojoCap_1752043818000,"2025-07-09 06:51:08",OM,4,3,1,1,63.37,57.9,52.57,57.26,63.37,16,3,9,18.8,56.3,2.88,-0.0001,0.0009,,,,0.7,52.571428571429,1,2,1,71.3,69.3,75,50
ojoCap_1752043818000,"2025-07-09 06:51:08",BONK,5,5,0,0,50.75,46.6,47.19,46.67,50.75,11,4,5,36.4,45.5,3.18,-0.0002,0.0035,-0.53,0.27,,-7.23,47.190476190476,1,1,4,81.7,72.1,100,52.1
ojoCap_1752043758000,"2025-07-09 06:50:08",SHIB,1,2,1,1,71.72,66.4,56.62,65.23,71.72,17,1,11,5.9,64.7,3.06,-0.0001,0.0004,,-0.47,,1.22,56.619047619048,1,3,1,56.7,60.1,50,50
ojoCap_1752043758000,"2025-07-09 06:50:08",TON,2,4,2,0,68.04,62.8,54.9,61.85,68.04,13,3,8,23.1,61.5,3,0.0001,0.0004,,,,,54.904761904762,1,1,3,81.3,84.3,75,54.7
ojoCap_1752043758000,"2025-07-09 06:50:08",ETH,3,1,2,1,59.63,54.5,50.95,54.07,59.63,19,2,10,10.5,52.6,3.11,-0.0002,0.0011,0.02,-0.14,,2.5,50.952380952381,1,2,1,57.8,34.6,100,50
ojoCap_1752043758000,"2025-07-09 06:50:08",IO,4,3,1,1,56.05,50.8,49.19,50.61,56.05,8,0,4,0,50,3.75,-0.0005,0.0011,0.12,0.44,,3.78,49.190476190476,1,5,2,22.8,35.5,0,50
ojoCap_1752043758000,"2025-07-09 06:50:08",NXPC,5,5,0,0,52.99,48.2,47.95,48.17,52.99,15,1,7,6.7,46.7,3.53,0.0003,0.0008,,,,,47.952380952381,1,4,1,31.9,35.6,25,50
ojoCap_1752043698000,"2025-07-09 06:49:08",SOL,1,4,3,0,86.89,81,63.57,78.91,86.89,10,4,8,40,80,2.4,0.0003,0.0005,,,,0.16,63.571428571429,1,1,3,74.2,59.7,100,54
ojoCap_1752043698000,"2025-07-09 06:49:08",AIXBT,2,5,3,0,81.83,76.2,61.29,74.41,81.83,12,5,9,41.7,75,2.5,-0.0001,0.001,,,,-0.03,61.285714285714,1,2,3,54.2,70.1,25,50
ojoCap_1752043698000,"2025-07-09 06:49:08",ONDO,3,2,1,1,68.16,62.8,54.9,61.85,68.16,13,1,8,7.7,61.5,3.38,0.0001,0.0013,,-0.67,,2.91,54.904761904762,1,5,3,33.2,51.1,0,50
ojoCap_1752043698000,"2025-07-09 06:49:08",ADA,4,3,1,1,39.26,34.5,41.43,35.33,39.26,12,0,4,0,33.3,3.58,0.0002,0.0005,,-0.03,,2.93,41.428571428571,1,4,1,41.5,24.1,75,50
ojoCap_1752043698000,"2025-07-09 06:49:08",XLM,5,1,4,1,34.47,29.3,38.95,30.46,34.47,7,0,2,0,28.6,3.57,0.0003,0.0004,,0.49,,5.52,38.952380952381,0,3,2,47,45.1,50,50
ojoCap_1752043638000,"2025-07-09 06:48:08",POPCAT,1,1,0,1,79.52,74,60.24,72.35,79.52,18,6,13,33.3,72.2,2.67,0.0002,0.0008,0.09,-0.65,,0.62,60.238095238095,1,2,1,52.1,39,75,50
ojoCap_1752043638000,"2025-07-09 06:48:08",RENDER,2,3,1,1,77.85,72.3,59.43,70.76,77.85,17,2,12,11.8,70.6,2.88,0,0.0007,-0.15,-0.46,,2.26,59.428571428571,1,3,0,43.9,40.9,50,50
ojoCap_1752043638000,"2025-07-09 06:48:08",MOVE,3,4,1,0,73.41,57.8,52.52,57.17,73.41,7,1,4,14.3,57.1,3.14,-0.0001,0.0008,,,,19.13,52.52380952381,1,4,0,41.6,63.5,0,50
ojoCap_1752043638000,"2025-07-09 06:48:08",AVAX,4,5,1,0,65.97,60.5,53.81,59.7,65.97,17,3,10,17.6,58.8,2.82,0,0.0006,,-0.31,,3.11,53.809523809524,1,5,0,39.4,47.8,25,50
ojoCap_1752043638000,"2025-07-09 06:48:08",PEPE,5,2,3,1,60.75,55.6,51.48,55.11,60.75,11,3,6,27.3,54.5,2.82,0.0001,0.0007,-0.04,-0.16,,2.59,51.47619047619,1,1,1,73.3,58.8,100,54.3
ojoCap_1752043578000,"2025-07-09 06:47:08",VANA,1,2,1,1,71.88,66.4,56.62,65.23,71.88,17,6,11,35.3,64.7,2.65,-0.0001,0.001,,-0.65,,2.91,56.619047619048,1,2,0,59.3,50.4,75,50
ojoCap_1752043578000,"2025-07-09 06:47:08",AAVE,2,5,3,0,66.53,60.5,53.81,59.7,66.53,17,5,10,29.4,58.8,2.65,0,0.001,,0.04,,6.19,53.809523809524,1,3,2,53.1,81.7,0,50
ojoCap_1752043578000,"2025-07-09 06:47:08",NXPC,3,4,1,0,59.79,54.8,51.1,54.36,59.79,15,1,8,6.7,53.3,3.4,0.0004,0.0008,,,,,51.095238095238,1,4,0,46.4,44.9,50,50
ojoCap_1752043578000,"2025-07-09 06:47:08",ETH,4,3,1,1,56.79,51.8,49.67,51.54,56.79,18,2,9,11.1,50,3.11,-0.0002,0.0011,-0.02,-0.4,,2.62,49.666666666667,1,5,2,24,24,25,50
ojoCap_1752043578000,"2025-07-09 06:47:08",PENGU,5,1,4,1,50.10,45.4,46.62,45.55,50.1,16,3,7,18.8,43.8,3.38,-0.0002,0.0006,,,,,46.619047619048,1,1,0,66.7,48.9,100,51.5
ojoCap_1752043518000,"2025-07-09 06:46:08",SOL,1,5,4,0,95.96,89.8,67.76,87.16,95.96,9,4,8,44.4,88.9,2.11,0.0003,0.0005,,,,0.16,67.761904761905,1,3,2,47.1,72.7,0,50
ojoCap_1752043518000,"2025-07-09 06:46:08",RENDER,2,4,2,0,82.16,76.6,61.48,74.79,82.16,16,2,12,12.5,75,2.81,-0.0001,0.0007,-0.15,-1.06,,2.26,61.47619047619,1,4,0,39.8,48.3,25,50
ojoCap_1752043518000,"2025-07-09 06:46:08",WLD,3,1,2,1,71.75,66.4,56.62,65.23,71.75,17,4,11,23.5,64.7,2.88,0.0003,0.0013,,,,,56.619047619048,1,2,1,52.7,27.5,100,50
ojoCap_1752043518000,"2025-07-09 06:46:08",CHILLGUY,4,3,1,1,62.82,56.7,52,56.14,62.82,22,6,12,27.3,54.5,3.18,-0.0002,0.0015,-0.35,1.98,,10.96,52,1,5,2,38.7,32.7,50,50
ojoCap_1752043518000,"2025-07-09 06:46:08",OM,5,2,3,1,60.18,54.8,51.1,54.36,60.18,15,3,8,20,53.3,2.93,-0.0001,0.0009,,,,0.7,51.095238095238,1,1,1,71.3,68.9,75,53.7
ojoCap_1752043458000,"2025-07-09 06:45:08",AIXBT,1,2,1,1,79.36,73.8,60.14,72.16,79.36,11,5,8,45.5,72.7,2.55,-0.0002,0.0011,,,,-0.03,60.142857142857,1,2,0,64.9,72.9,50,50
ojoCap_1752043458000,"2025-07-09 06:45:08",ARB,2,5,3,0,71.10,65.7,56.29,64.57,71.1,14,4,9,28.6,64.3,2.93,0,0.001,-0.04,-0.66,,3.22,56.285714285714,1,1,4,72,70.9,75,51.4
ojoCap_1752043458000,"2025-07-09 06:45:08",NXPC,3,3,0,1,56.29,51.4,49.48,51.17,56.29,14,1,7,7.1,50,3.43,0.0004,0.0009,,,,,49.47619047619,1,4,1,45.1,56.6,25,50
ojoCap_1752043458000,"2025-07-09 06:45:08",ADA,4,4,0,0,47.62,42.9,45.43,43.2,47.62,12,0,5,0,41.7,3.5,0.0002,0.0005,-0.06,-0.44,,2.93,45.428571428571,1,3,1,58.4,35.6,100,50
ojoCap_1752043458000,"2025-07-09 06:45:08",LINK,5,1,4,1,23.20,49.7,48.67,49.58,23.2,21,3,10,14.3,47.6,3.52,-0.0022,0.0246,,-0.75,,5.58,48.666666666667,1,5,4,9.2,14,0,50
ojoCap_1752043398000,"2025-07-09 06:44:08",TRX,1,3,2,1,91.48,86.4,66.14,83.97,91.48,7,2,6,28.6,85.7,2.43,-0.0001,0.0002,,,,-1.62,66.142857142857,1,2,1,59.1,77.6,25,50
ojoCap_1752043398000,"2025-07-09 06:44:08",SUI,2,2,0,1,80.95,75.4,60.9,73.66,80.95,4,0,3,0,75,2.75,0,0.0005,-0.06,-0.92,,1.91,60.904761904762,1,1,1,61.9,55,75,50.6
ojoCap_1752043398000,"2025-07-09 06:44:08",AVAX,3,4,1,0,69.58,64.1,55.52,63.07,69.58,16,3,10,18.8,62.5,2.75,0,0.0007,0.06,-0.16,,3.11,55.52380952381,1,4,0,38.2,59.2,0,50
ojoCap_1752043398000,"2025-07-09 06:44:08",PEPE,4,1,3,1,55.96,51,49.29,50.79,55.96,10,2,5,20,50,3,0,0.0006,-0.05,-0.41,,2.63,49.285714285714,1,5,4,31.4,21.4,50,50
ojoCap_1752043398000,"2025-07-09 06:44:08",IO,5,5,0,0,55.88,50.8,49.19,50.61,55.88,8,0,4,0,50,3.63,-0.0005,0.0011,-0.11,-0.04,,3.72,49.190476190476,1,3,2,58.5,36.8,100,50
ojoCap_1752043338000,"2025-07-09 06:43:08",DOT,1,2,1,1,100.00,93.6,83.33,92.12,100,23,7,21,30.4,91.3,2.3,0.0002,0.0005,,-0.04,,-0.04,83.333333333333,1,3,1,45.6,43,50,50
ojoCap_1752043338000,"2025-07-09 06:43:08",UNI,2,4,2,0,85.92,78.2,62.24,75.9,85.92,17,7,13,41.2,76.5,2.35,0.0006,0.0008,,,,4.42,62.238095238095,1,1,3,74.4,74.5,75,51.8
ojoCap_1752043338000,"2025-07-09 06:43:08",RENDER,3,1,2,1,80.08,74.8,60.62,72.76,80.08,15,1,11,6.7,73.3,2.93,-0.0001,0.0008,0.13,-0.73,,2.41,60.619047619048,1,5,4,26.6,27,25,50
ojoCap_1752043338000,"2025-07-09 06:43:08",NEAR,4,5,1,0,75.56,70.4,58.52,68.69,75.56,16,4,11,25,68.8,2.63,-0.0001,0.0021,,,,,58.52380952381,1,4,1,38.8,59.4,0,50
ojoCap_1752043338000,"2025-07-09 06:43:08",COOKIE,5,2,3,1,50.91,54.6,0,46.74,50.91,17,1,9,5.9,52.9,3.47,-0.0002,0.0006,,-1.35,,0.37,0,1,2,0,65.4,46.1,100,50
ojoCap_1752043278000,"2025-07-09 06:42:08",WLD,1,5,4,0,75.87,70.4,58.52,68.97,75.87,16,4,11,25,68.8,2.75,0.0003,0.0014,,,,,58.52380952381,1,4,1,43.1,39.8,50,50
ojoCap_1752043278000,"2025-07-09 06:42:08",NEAR,2,2,0,1,73.60,68.2,57.48,66.91,73.6,15,4,10,26.7,66.7,2.67,-0.0001,0.0022,,,,,57.47619047619,1,2,0,61.1,53.6,75,50
ojoCap_1752043278000,"2025-07-09 06:42:08",AVAX,3,1,2,1,66.93,61.5,54.29,60.63,66.93,15,2,9,13.3,60,2.87,-0.0001,0.0007,0.01,0.08,,3.06,54.285714285714,1,5,4,22,19.9,25,50
ojoCap_1752043278000,"2025-07-09 06:42:08",AAVE,4,2,2,1,66.63,60.5,53.81,59.7,66.63,17,5,10,29.4,58.8,2.71,0.0001,0.001,,0.27,,6.17,53.809523809524,1,3,1,47.4,73.1,0,50
ojoCap_1752043278000,"2025-07-09 06:42:08",BTC,5,2,3,1,66.54,61.3,54.19,60.45,66.54,22,2,13,9.1,59.1,3.23,0,0.0002,,-0.07,,0.55,54.190476190476,1,1,1,76,63.6,100,53
ojoCap_1752043218000,"2025-07-09 06:41:08",XRP,1,4,3,0,100.00,88.3,67.05,85.75,100,8,3,7,37.5,87.5,2.13,0.0005,0.0007,,,,30.4,67.047619047619,1,1,3,72.5,57.8,100,52.8
ojoCap_1752043218000,"2025-07-09 06:41:08",RENDER,2,5,3,0,85.83,80,63.1,77.97,85.83,14,1,11,7.1,78.6,2.79,0,0.0007,0.13,-0.66,,2.41,63.095238095238,1,5,0,11.8,18.2,0,50
ojoCap_1752043218000,"2025-07-09 06:41:08",TRX,3,1,2,1,76.73,72.1,59.33,70.57,76.73,7,1,5,14.3,71.4,3,-0.0001,0.0003,,,,-1.62,59.333333333333,1,2,1,58.4,48.7,75,50
ojoCap_1752043218000,"2025-07-09 06:41:08",TRUMP,4,3,1,1,71.03,64.9,55.9,63.82,71.03,24,3,15,12.5,62.5,3.04,-0.0001,0.001,,,,1.51,55.904761904762,1,3,0,54.5,57.5,50,50
ojoCap_1752043218000,"2025-07-09 06:41:08",AAVE,5,2,3,1,63.95,57.9,52.57,57.26,63.95,16,5,9,31.3,56.3,2.75,0.0001,0.001,,0.27,,6.17,52.571428571429,1,4,2,52.5,67.8,25,50
ojoCap_1752043158000,"2025-07-09 06:40:08",UNI,1,2,1,1,84.69,76.6,61.48,74.79,84.69,16,7,12,43.8,75,2.38,0.0006,0.0009,,,,4.42,61.47619047619,1,3,1,46.9,57.9,25,50
ojoCap_1752043158000,"2025-07-09 06:40:08",ARB,2,2,0,1,63.92,58.5,52.86,57.82,63.92,14,4,8,28.6,57.1,3.07,0,0.001,,-0.39,,3.46,52.857142857143,1,2,0,68,50.4,100,50
ojoCap_1752043158000,"2025-07-09 06:40:08",COOKIE,3,5,2,0,62.75,57.9,52.57,57.26,62.75,16,1,9,6.3,56.3,3.38,-0.0001,0.0005,,-0.69,,0.37,52.571428571429,1,1,4,70.4,68.6,75,50.5
ojoCap_1752043158000,"2025-07-09 06:40:08",MOVE,4,1,3,1,62.22,57.8,52.52,57.17,62.22,7,1,4,14.3,57.1,3.14,0,0.0008,,,,-1.21,52.52380952381,1,5,4,18.6,28.7,0,50
ojoCap_1752043158000,"2025-07-09 06:40:08",PENGU,5,4,1,0,50.10,45.4,46.62,45.55,50.1,16,3,7,18.8,43.8,3.44,-0.0002,0.0006,,,,,46.619047619048,1,4,0,46.3,44.4,50,50
ojoCap_1752043098000,"2025-07-09 06:39:08",RENDER,1,3,2,1,84.02,78.2,62.24,76.28,84.02,13,1,10,7.7,76.9,2.77,0,0.0008,0.13,-0.46,,2.41,62.238095238095,1,4,1,35.1,54.1,0,50
ojoCap_1752043098000,"2025-07-09 06:39:08",BNB,2,2,0,1,66.50,59.5,53.33,58.76,66.5,12,3,7,25,58.3,2.92,-0.0001,0.0003,,,,3.38,53.333333333333,1,3,1,41.5,37.6,50,50
ojoCap_1752043098000,"2025-07-09 06:39:08",PEPE,3,4,1,0,66.41,61,54.05,60.17,66.41,10,3,6,30,60,2.7,0.0001,0.0006,-0.04,0.2,,2.85,54.047619047619,1,2,2,69,66,75,50
ojoCap_1752043098000,"2025-07-09 06:39:08",CHILLGUY,4,1,3,1,63.86,56.7,52,56.14,63.86,22,5,12,22.7,54.5,3.23,-0.0002,0.0015,2.58,2.73,,12.16,52,1,5,4,27.3,28.4,25,50
ojoCap_1752043098000,"2025-07-09 06:39:08",ETH,5,5,0,0,59.66,54.5,50.95,54.07,59.66,19,2,10,10.5,52.6,3,-0.0002,0.0011,-0.02,-0.1,,2.92,50.952380952381,1,1,4,76.5,63.9,100,51.5
ojoCap_1752043038000,"2025-07-09 06:38:08",WLD,1,3,2,1,73.32,68.2,57.48,66.66,73.32,15,4,10,26.7,66.7,2.73,0.0003,0.0014,,,,,57.47619047619,1,4,1,37.6,57.9,0,50
ojoCap_1752043038000,"2025-07-09 06:38:08",SUI,2,2,0,1,72.15,67,56.9,65.55,72.15,3,0,2,0,66.7,3,0,0.0006,-0.02,-0.4,,1.98,56.904761904762,1,3,1,52.9,54.2,50,50
ojoCap_1752043038000,"2025-07-09 06:38:08",ETH,3,4,1,0,60.61,57.4,40,54.89,60.61,18,2,10,11.1,55.6,2.94,-0.0002,0.0011,-0.01,0.16,,2.92,40,1,1,3,73.8,60.3,100,50.5
ojoCap_1752043038000,"2025-07-09 06:38:08",BONK,4,1,3,1,50.34,46.6,47.19,46.69,50.34,11,3,5,27.3,45.5,3.36,-0.0002,0.0035,-0.66,-1.73,,-6.97,47.190476190476,1,2,1,71.3,69,75,50
ojoCap_1752043038000,"2025-07-09 06:38:08",LINK,5,5,0,0,34.11,52,60,53.15,34.11,20,3,10,15,50,3.45,-0.0004,0.0238,,-0.04,,5.58,60,1,5,0,14.1,8.7,25,50
ojoCap_1752042978000,"2025-07-09 06:37:08",APT,1,5,4,0,76.78,71,58.81,69.54,76.78,10,1,7,10,70,2.9,-0.0001,0.0006,0.07,0.54,,2.26,58.809523809524,1,5,0,32.2,48.8,0,50
ojoCap_1752042978000,"2025-07-09 06:37:08",SHIB,2,3,1,1,72.24,66.4,56.62,65.23,72.24,17,1,11,5.9,64.7,3,-0.0001,0.0004,,0.79,,1.22,56.619047619048,1,1,2,61.5,41.2,100,50.8
ojoCap_1752042978000,"2025-07-09 06:37:08",TRUMP,3,2,1,1,68.73,63.2,55.1,62.23,68.73,23,3,14,13,60.9,3.09,-0.0002,0.001,0.2,0.5,,1.71,55.095238095238,1,2,0,57.3,60.9,50,50
ojoCap_1752042978000,"2025-07-09 06:37:08",AAVE,4,1,3,1,61.11,54.8,51.1,54.36,61.11,15,4,8,26.7,53.3,2.87,0,0.001,,1.13,,6.17,51.095238095238,1,4,3,48.6,60.9,25,50
ojoCap_1752042978000,"2025-07-09 06:37:08",NXPC,5,4,1,0,60.10,55.1,51.24,54.64,60.1,13,1,7,7.7,53.8,3.38,0.0005,0.0009,,,,,51.238095238095,1,3,1,50.6,38.2,75,50
ojoCap_1752042918000,"2025-07-09 06:36:08",SOL,1,3,2,1,94.41,88.3,67.05,85.75,94.41,8,4,7,50,87.5,2,0.0004,0.0005,,,,0.16,67.047619047619,1,2,1,59.2,78,25,50
ojoCap_1752042918000,"2025-07-09 06:36:08",APT,2,4,2,0,84.71,78.7,62.48,76.75,84.71,9,1,7,11.1,77.8,2.78,0,0.0005,0.07,0.54,,2.26,62.47619047619,1,3,1,53.8,55.8,50,50
ojoCap_1752042918000,"2025-07-09 06:36:08",PEPE,3,5,2,0,76.90,71,58.81,69.54,76.9,10,4,7,40,70,2.3,0.0003,0.0003,0.04,0.99,,2.86,58.809523809524,1,4,1,37.8,58.6,0,50
ojoCap_1752042918000,"2025-07-09 06:36:08",COOKIE,4,2,2,1,59.79,54.8,51.1,54.36,59.79,15,1,8,6.7,53.3,3.47,-0.0001,0.0005,-0.14,0.04,,0.37,51.095238095238,1,1,1,67.1,49,100,51.6
ojoCap_1752042918000,"2025-07-09 06:36:08",PENGU,5,1,4,1,41.44,37,42.62,37.67,41.44,17,2,6,11.8,35.3,3.71,-0.0002,0.0006,,,,,42.619047619048,1,5,4,32,8.6,75,50
ojoCap_1752042858000,"2025-07-09 06:35:08",OP,1,5,4,0,92.63,85.9,65.9,83.5,92.63,13,1,11,7.7,84.6,2.77,0.0002,0.0014,,1.28,,1.84,65.904761904762,1,1,4,63.8,57,75,50.6
ojoCap_1752042858000,"2025-07-09 06:35:08",SOL,2,1,1,1,92.45,86.4,66.14,83.97,92.45,7,3,6,42.9,85.7,2.14,0.0004,0.0005,,,,0.16,66.142857142857,1,3,2,58.8,77.3,25,50
ojoCap_1752042858000,"2025-07-09 06:35:08",VANA,3,2,1,1,68.32,62.9,54.95,61.95,68.32,18,6,11,33.3,61.1,2.72,-0.0001,0.0009,-0.65,0.77,,2.91,54.952380952381,1,4,2,47.9,47.2,50,50
ojoCap_1752042858000,"2025-07-09 06:35:08",COOKIE,4,2,2,1,56.28,51.4,49.48,51.17,56.28,14,1,7,7.1,50,3.57,-0.0001,0.0006,-0.14,0.04,,0.37,49.47619047619,1,2,0,61,39.7,100,50
ojoCap_1752042858000,"2025-07-09 06:35:08",IO,5,2,3,1,48.65,43.6,45.76,43.86,48.65,7,0,3,0,42.9,3.86,-0.0006,0.0011,0.21,0.42,,3.85,45.761904761905,1,5,3,18.4,28.8,0,50
ojoCap_1752042798000,"2025-07-09 06:34:08",POPCAT,1,4,3,0,79.75,74,60.24,72.35,79.75,18,6,13,33.3,72.2,2.67,0.0001,0.0008,0.06,0.45,,0.78,60.238095238095,1,4,0,36.3,56.6,0,50
ojoCap_1752042798000,"2025-07-09 06:34:08",BNB,2,5,3,0,75.15,67.9,57.33,66.63,75.15,12,3,8,25,66.7,2.67,0,0.0003,,,,3.38,57.333333333333,1,2,3,47.1,31.5,75,50
ojoCap_1752042798000,"2025-07-09 06:34:08",TON,3,2,1,1,60.10,55.1,51.24,54.64,60.1,13,3,7,23.1,53.8,3.15,0.0001,0.0004,,,,,51.238095238095,1,1,1,87.7,81.6,100,58.1
ojoCap_1752042798000,"2025-07-09 06:34:08",AAVE,4,1,3,1,57.62,51.4,49.48,51.17,57.62,14,3,7,21.4,50,3,0,0.001,,1.17,,6.17,49.47619047619,1,5,4,35.3,40.5,25,50
ojoCap_1752042798000,"2025-07-09 06:34:08",NXPC,5,3,2,1,52.27,47.5,47.62,47.51,52.27,13,1,6,7.7,46.2,3.46,0.0005,0.0009,,,,,47.619047619048,1,3,0,43.4,39.8,50,50
ojoCap_1752042738000,"2025-07-09 06:33:08",DOT,1,1,0,1,90.73,93.1,30,82.5,90.73,22,6,20,27.3,90.9,2.36,0.0002,0.0006,-0.04,-0.04,,-0.04,30,1,2,1,59.8,64.7,50,50
ojoCap_1752042738000,"2025-07-09 06:33:08",POPCAT,2,1,1,1,77.37,72.3,60,70.23,77.37,17,5,12,29.4,70.6,2.76,0.0001,0.0008,-0.09,0.45,,0.64,60,1,3,2,58.3,75.7,25,50
ojoCap_1752042738000,"2025-07-09 06:33:08",VANA,3,1,2,1,65.49,60.5,53.81,59.38,65.49,17,5,10,29.4,58.8,2.82,-0.0001,0.001,-0.65,0.77,,2.91,53.809523809524,1,1,0,68.2,51.6,100,51.7
ojoCap_1752042738000,"2025-07-09 06:33:08",CHILLGUY,4,4,0,0,65.07,59.2,53.19,58.19,65.07,21,5,12,23.8,57.1,3.19,-0.0002,0.0015,0.5,1.39,,9.2,53.190476190476,1,5,1,20.6,31.2,0,50
ojoCap_1752042738000,"2025-07-09 06:33:08",LINK,5,5,0,0,32.59,54.5,60,55.42,32.59,19,3,10,15.8,52.6,3.37,0.0016,0.0226,-0.11,1.1,,5.58,60,1,4,1,43.4,26.8,75,50
ojoCap_1752042678000,"2025-07-09 06:32:08",AIXBT,1,1,0,1,81.83,76.2,61.29,74.41,81.83,12,5,9,41.7,75,2.58,0,0.0014,,,,-0.03,61.285714285714,1,3,2,48.5,47.6,50,50
ojoCap_1752042678000,"2025-07-09 06:32:08",VANA,2,4,2,0,69.56,64.1,55.52,63.07,69.56,16,5,10,31.3,62.5,2.75,-0.0001,0.001,-0.65,0.77,,2.91,55.52380952381,1,1,3,74.5,61,100,52.1
ojoCap_1752042678000,"2025-07-09 06:32:08",CHILLGUY,3,5,2,0,68.05,62,54.52,61.1,68.05,20,5,12,25,60,3.1,-0.0001,0.0016,-0.15,1.18,,9.16,54.52380952381,1,5,0,26.5,41,0,50
ojoCap_1752042678000,"2025-07-09 06:32:08",MOVE,4,3,1,1,55.00,50.8,49.19,50.61,55,8,2,4,25,50,3.13,0,0.0008,,,,-1.21,49.190476190476,1,4,1,37.2,43,25,50
ojoCap_1752042678000,"2025-07-09 06:32:08",GOAT,5,2,3,1,53.85,48.8,48.24,48.73,53.85,17,4,8,23.5,47.1,3.18,-0.0008,0.002,-0.08,0.76,,1.61,48.238095238095,1,2,0,63.8,57.3,75,50
ojoCap_1752042618000,"2025-07-09 06:31:08",TRX,1,3,2,1,80.16,75.8,61.1,73.68,80.16,8,1,6,12.5,75,3,-0.0001,0.0003,,,,-1.62,61.095238095238,1,3,0,55.3,71.6,25,50
ojoCap_1752042618000,"2025-07-09 06:31:08",PNUT,2,4,2,0,70.80,65.1,60,64.37,70.8,19,6,12,31.6,63.2,2.68,-0.0001,0.0009,,,,-0.01,60,1,1,3,64.6,72.4,50,51
ojoCap_1752042618000,"2025-07-09 06:31:08",CHILLGUY,3,5,2,0,68.50,65.1,40,61.49,68.5,19,5,12,26.3,63.2,3,-0.0001,0.0016,-0.15,1.18,,9.61,40,1,5,0,30.8,47.5,0,50
ojoCap_1752042618000,"2025-07-09 06:31:08",TRUMP,4,1,3,1,66.41,61.3,54.19,60.28,66.41,22,2,13,9.1,59.1,3.18,-0.0002,0.001,-0.2,0.3,,1.51,54.190476190476,1,2,1,59.5,37.9,100,50
ojoCap_1752042618000,"2025-07-09 06:31:08",GOAT,5,2,3,1,50.42,45.4,46.62,45.58,50.42,16,4,7,25,43.8,3.25,-0.0008,0.0021,0.13,0.67,,1.58,46.619047619048,1,4,2,39.3,20.7,75,50
ojoCap_1752042558000,"2025-07-09 06:30:08",DOT,1,5,4,0,100.00,97.3,71.33,94.18,100,21,6,20,28.6,95.2,2.24,0.0002,0.0006,-0.04,-0.04,,-0.04,71.333333333333,1,3,2,55.3,70.9,25,50
ojoCap_1752042558000,"2025-07-09 06:30:08",XRP,2,3,1,1,100.00,89.8,67.76,87.16,100,9,4,8,44.4,88.9,1.89,0.0005,0.0006,,,,30.4,67.761904761905,1,1,2,68.1,77.7,50,52.3
ojoCap_1752042558000,"2025-07-09 06:30:08",CHILLGUY,3,2,1,1,68.59,62.9,54.95,61.95,68.59,18,5,11,27.8,61.1,3.06,-0.0002,0.0016,-0.59,-0.02,,9,54.952380952381,1,4,2,50.2,22.9,100,50
ojoCap_1752042558000,"2025-07-09 06:30:08",PNUT,4,1,3,1,68.14,62.9,54.95,61.95,68.14,18,5,11,27.8,61.1,2.78,-0.0001,0.0009,,,,-0.01,54.952380952381,1,2,1,56.5,46.1,75,50
ojoCap_1752042558000,"2025-07-09 06:30:08",XLM,5,4,1,0,67.24,61,54.05,60.17,67.24,10,3,6,30,60,2.7,0.0005,0.0006,,0.73,,5.52,54.047619047619,1,5,1,20.7,32.4,0,50
ojoCap_1752042498000,"2025-07-09 06:29:08",RENDER,1,5,4,0,93.42,87.1,66.48,84.63,93.42,14,1,12,7.1,85.7,2.64,0.0001,0.0007,,0.07,,2.22,66.47619047619,1,2,3,56.3,46.7,75,50
ojoCap_1752042498000,"2025-07-09 06:29:08",SHIB,2,3,1,1,72.20,66.4,56.62,65.23,72.2,17,1,11,5.9,64.7,2.94,-0.0001,0.0004,,0.71,,1.13,56.619047619048,1,5,2,28.6,31.2,25,50
ojoCap_1752042498000,"2025-07-09 06:29:08",PNUT,3,4,1,0,71.74,66.4,56.62,65.23,71.74,17,5,11,29.4,64.7,2.71,-0.0001,0.0009,,,,-0.01,56.619047619048,1,3,1,55.9,59.2,50,50
ojoCap_1752042498000,"2025-07-09 06:29:08",BTC,4,2,2,1,64.46,59.2,53.19,58.48,64.46,21,2,12,9.5,57.1,3.29,0,0.0002,,0.15,,0.55,53.190476190476,1,1,1,77.7,65.9,100,54.3
ojoCap_1752042498000,"2025-07-09 06:29:08",OM,5,1,4,1,62.83,57.4,52.33,56.79,62.83,18,2,10,11.1,55.6,3.06,-0.0002,0.0008,,0.52,,1.05,52.333333333333,1,4,3,30.2,46.9,0,50
ojoCap_1752042438000,"2025-07-09 06:28:08",UNI,1,2,1,1,80.26,72.3,59.43,70.76,80.26,17,8,12,47.1,70.6,2.41,0.0005,0.0009,,,,4.42,59.428571428571,1,2,0,55.4,57.7,50,50
